"Track";"Album Name";"Artist";"Release Date";"ISRC";"All Time Rank";"Track Score";"Spotify Streams";"Spotify Playlist Count";"Spotify Playlist Reach";"Spotify Popularity";"YouTube Views";"YouTube Likes";"TikTok Posts";"TikTok Likes";"TikTok Views";"YouTube Playlist Reach";"Apple Music Playlist Count";"AirPlay Spins";"SiriusXM Spins";"Deezer Playlist Count";"Deezer Playlist Reach";"Amazon Playlist Count";"Pandora Streams";"Pandora Track Stations";"Soundcloud Streams";"Shazam Counts";"Explicit Track"
"Besharam Rang (From ""Pathaan"""")""";"Besharam Rang (From ""Pathaan"""")""";"Vishal-Shekhar";"2022-12-12";"INY092200126";574;63.5;218291402;10974;8344652;66;687030830;4823376;473000;473000;568124616;1434494;27;2038;0;1;1097;11;733552;292;0;267470;0
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit";"Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]";"Riton";"2021-01-15";"GBCEN2000163";577;63.3;979440925;257132;93789915;72;43045405;285558;419400;419400;269812694;88241;286;238633;0;159;4203809;46;21699241;18631;6709391;8389740;0
"VAGABUNDO";"VAGABUNDO";"Sebastian Yatra";"2023-05-12";"USUM72305982";578;63.3;337650898;44292;44021764;75;226249916;862952;241103;241103;505139679;186376381;59;66673;67;47;2145616;65;5524025;774;26325;1434689;0
"Cheap Thrills";"Cheap Thrills";"Sia";"2015-12-17";"USRC11502935";580;63.2;1779046979;161840;45579916;70;2147483647;13236478;836539;836539;925857941;1534392666;196;10434;236;87;283297;90;607967991;285233;0;28940990;0
"Yummy";"Yummy";"Justin Bieber";"2020-01-03";"USUM71923046";579;63.2;792379282;96177;23338709;62;887226751;13188871;4410189;4410189;2580705782;603698593;171;157316;169;381;1239061;30;45686998;177469;0;3298698;0
"On My Mama";"On My Mama";"Victoria Monï¿½";"2023-06-16";"USRC12204025";582;63.1;119798692;16874;43909927;65;57621851;673949;52478;52478;138101105;286698611;55;306628;382;39;8198464;78;17556177;11350;2797592;1507722;1
"Wishing Well";"Legends Never Die";"Juice WRLD";"2020-07-10";"USUG12001905";583;63.1;901486450;157381;25837638;71;419337114;4349040;491431;491431;482804184;19920776;30;22361;23;36;101369;15;58369856;96691;64831833;1303125;1
"Too Good At Goodbyes";"Too Good At Goodbyes";"Sam Smith";"2017-09-08";"GBUM71704089";584;62.9;2061017397;157801;71564108;78;1988375859;11184649;742139;742139;118957400;1820962866;174;43816;30;110;945336;41;323918078;170501;0;8024678;0
"SPECIALZ";"SPECIALZ";"King Gnu";"2023-09-01";"JPU902303303";585;62.8;178413226;22972;6194085;78;270988549;1664863;174300;174300;729015072;514087095;20;600;0;5;29367;8;0;0;0;0;0
"Un Finde | CROSSOVER #2";"Un Finde | CROSSOVER #2";"Big One";"2023-04-04";"ARP7V2300002";588;62.6;361219290;34991;12554230;72;319150330;1101883;710900;710900;947077415;329133682;13;17927;0;21;5312674;13;0;0;0;654350;0
"There's Nothing Holdin' Me Back";"Illuminate";"Shawn Mendes";"2016-09-23";"USUM71702833";589;62.6;2043626431;185796;81455782;80;1683710842;12626585;2310405;2310405;544400947;1720678088;190;314017;546;293;2290114;55;284424039;97441;0;14902121;0
"Breaking Me";"Breaking Me (feat. A7S)";"Topic";"2019-12-19";"DEUM71906724";590;62.5;1128612961;184002;50489973;69;473684535;3364098;564408;564408;602190373;67356913;267;402599;112;133;2501793;33;105347004;27039;13322793;15373934;0
"Belong Together";"Belong Together - Single";"Mark Ambor";"2024-02-16";"QM24S2400638";592;62.4;233969547;19001;153692182;87;15918146;259139;0;0;7383118;71148977;84;0;292;59;30602918;76;2985129;2037;977217;1139490;0
"Shake It Off";"1989 (Deluxe)";"Taylor Swift";"2014-01-01";"USCJY1431349";593;62.3;1409692678;162649;73697294;74;2147483647;14917829;322329;322329;2080409767;1595433972;301;45933;520;115;2264405;81;131156870;751459;0;10197326;0
"La Curiosidad";"Platonicos";"Jay Wheeler";"2020-06-12";"USUYG1313832";595;62.1;1099019265;107383;57705968;78;1230683305;4830196;632899;632899;973281040;123499549;104;31013;38;23;1915136;35;63698595;14450;0;1948311;0
"EL MAKINON";"EL MAKINON";"KAROL G";"2021-03-24";"USUM72023904";596;62.0;574357002;69491;28426363;69;1180418876;5566219;487000;487000;627030538;594246368;91;32815;32;41;2363366;40;56426614;11335;0;1161001;0
"In The Stars";"In The Stars";"Benson Boone";"2022-04-29";"USWB12201574";597;61.9;725214939;107667;48040727;74;204956968;2396003;626129;626129;2046007902;2723304479;48;98191;47;19;576576;14;10018684;12905;6084222;3629083;0
"Shirt";"Shirt";"SZA";"2022-10-28";"USRC12203632";598;61.9;469322271;68997;24096906;73;77831118;981474;50996;50996;419727783;61197280;64;278696;1150;26;787665;43;52365635;13823;5859226;1516065;1
"Tï¿½ï¿";"Tï¿½ï¿";"DENNIS";"2023-05-04";"BRSME2300692";601;61.7;333339751;41237;24980357;69;164941550;1130932;1253933;1253933;1585272275;158095067;44;6589;135;67;3132886;11;183192;334;0;1174062;0
"Call Out My Name";"My Dear Melancholy,";"The Weeknd";"2018-03-29";"USUG11800560";603;61.6;1780889877;229909;75001452;79;1366385062;10766000;284554;284554;742902070;288311308;121;3403;4;62;333884;29;173195736;97371;16332502;8331752;0
"Lose Control";"Get To Know";"MEDUZA";"2019-09-27";"DEUM71905792";604;61.6;932911098;180309;53903360;66;412062322;4053612;5201086;5201086;5676756004;99396759;265;223012;274;305;2019465;23;48014603;11561;0;8835435;0
"THE GREATEST";"HIT ME HARD AND SOFT";"Billie Eilish";"2024-05-17";"USUM72401992";606;61.5;74533081;4192;13299713;84;4455957;101176;166;166;0;934654;60;408;1;8;208876;17;183715;381;763697;62349;0
"ýýchame La Culpa";"ýýchame La Culpa";"Luis Fonsi";"2017-11-17";"USUM71712163";607;61.4;935042457;92728;21057073;68;2147483647;11133796;1121206;1121206;139512356;391129325;92;81252;0;76;175283;36;113179212;41836;0;8719140;0
"Mask Off";"EPIC AF";"Future";"2017-01-01";"USSM11701444";614;61.3;1596770801;281838;66110271;77;1296329209;14241982;1693184;1693184;2521784913;193985669;220;51;40;68;544177;39;358165536;365569;0;11357103;1
"Before You Go";"Divinely Uninspired To a Hellish Extent (Extended Edition)";"Lewis Capaldi";"2019-05-17";"DEUM71905868";611;61.3;1920784716;211573;106250249;77;814045992;8072383;912147;912147;1042158771;614489930;203;1048;68;62;378234;33;198714579;117124;0;12280979;0
"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)";"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)";"Amaarae";"2021-09-16";"US23A1540104";610;61.3;428189728;95507;22395876;67;84966187;868089;5406735;5406735;11653604916;98142716;100;22558;122;24;101103;33;6960206;6180;0;5024951;1
"Queencard";"I feel";"(G)I-DLE";"2023-05-15";"KRA392300001";616;61.2;289304213;25925;7047731;72;336281559;3407011;404600;404600;1992738757;572838570;33;4473;0;5;25127;38;786642;3077;1151435;689921;0
"RAPSTAR";"RAPSTAR";"Polo G";"2021-04-09";"USSM12101640";615;61.2;923823292;218155;31818910;72;300905049;3235053;147432;147432;619442138;275110787;143;128393;554;28;283344;49;51760583;51356;0;2180167;1
"Say Yes To Heaven";"Say Yes To Heaven (sim0ne & Melo Nada Remix)";"Lana Del Rey";"2023-03-17";"GBUM72304301";620;61.1;513353284;73253;71366345;80;91324061;1419414;42282;42282;152008937;225040;70;30184;20;39;830621;41;22345351;3483;3794067;3754332;0
"Maan Meri Jaan";"Champagne Talk";"King";"2022-10-12";"INW272200083";621;61.0;467454503;25221;7852722;71;627711778;7180269;622000;622000;189880241;506446;18;921;0;1;1097;9;3330;0;0;397715;0
"Best Friend (feat. Doja Cat)";"Best Friend (feat. Doja Cat)";"Saweetie";"2021-01-07";"USWB12004547";622;61.0;571532926;95775;30817811;66;480128955;4921945;2150682;2150682;2362426981;36411816;143;202966;921;50;237821;48;145038061;82633;0;2977469;1
"GATï¿½ï¿½";"GATï¿½ï¿½";"KAROL G";"2022-08-26";"USUM72216070";623;61.0;427247328;42444;22820163;66;547409394;3332851;333197;333197;275273861;708455030;38;41880;104;24;6138492;41;51711477;9193;0;1177588;0
"Swalla (feat. Nicki Minaj & Ty Dolla $ign)";"Swalla (feat. Nicki Minaj & Ty Dolla $ign)";"Jason Derulo";"2017-02-23";"USWB11700237";624;61.0;1116304877;120975;28691304;66;2024330020;12350722;5384329;5384329;816827324;618637192;5;1;0;58;265507;11;104822007;105778;24296452;0;1
"SICKO MODE";"ASTROWORLD";"Travis Scott";"2018-08-03";"USSM11806660";626;60.9;2134271997;330314;97027433;77;271517371;2036075;1159868;1159868;2562546341;8490;286;79741;107;70;834774;115;307942023;300265;0;10345810;1
"Barbie World (with Aqua) [From Barbie The Album]";"Barbie World (with Aqua) [From Barbie The Album]";"Nicki Minaj";"2023-06-23";"USAT22306213";630;60.6;470659154;53386;35912569;71;143805714;2019310;307562;307562;1220529181;581626428;68;4;1012;31;494407;35;0;0;0;1637333;1
"The Kind of Love We Make";"The Kind of Love We Make";"Luke Combs";"2022-06-17";"US6XF2200076";628;60.6;470340261;68177;14091711;75;123212252;623104;72219;72219;395041727;513736581;45;321811;106;7;141841;25;175596345;25175;697439;1452588;0
"Europapa";"Europapa";"Joost";"2024-02-29";"NL4TG2400001";629;60.6;111170278;12493;25123151;81;50014053;797138;91200;91200;34861500;4715872;27;9467;41;34;1098059;12;17776;114;0;178197;0
"OMG";"NewJeans 'OMG'";"NewJeans";"2023-01-02";"USA2P2251723";632;60.5;675591495;53019;18823180;75;296668872;3652203;566750;566750;2441354214;228437645;43;13660;25;10;209526;45;1244038;2134;2311794;702234;0
"PUNTO 40";"PUNTO 40 - Single";"Rauw Alejandro";"2022-09-22";"USSD12200965";635;60.4;396549329;56179;20926929;67;185441424;1023796;2400609;2400609;5233247603;19049338;43;36151;174;23;368136;46;20524547;4585;0;1071446;1
"In The Name Of Love";"Pacha 2017";"Martin Garrix";"2015-10-23";"NLM5S1600003";637;60.4;1452194416;164935;69180262;75;1487688794;13819002;3910130;3910130;1030123230;362287135;154;25846;146;96;1089039;33;301519647;172846;90192637;8395318;0
"Shorty Party";"Shorty Party";"Cartel De Santa";"2023-03-04";"MX3602300010";633;60.4;323657766;28785;11052463;69;373726087;2491193;416201;416201;623071891;304414240;9;2712;1;3;1108265;7;13592777;11376;0;2690874;1
"Drama";"Drama - The 4th Mini Album";"aespa";"2023-11-10";"KRA302300350";634;60.4;198043685;11991;12559068;78;203832651;2922155;43265;43265;442468610;1241723341;26;2805;7;6;573116;24;306346;786;829911;261344;0
"Head & Heart (feat. MNEK)";"Head & Heart (feat. MNEK)";"Joel Corry";"2020-07-03";"UK4ZF2000305";636;60.4;1196521179;190615;90132900;74;362915972;1650951;434330;434330;269796885;181591757;383;411715;498;216;3455476;65;58649277;12515;0;8953467;0
"Callaita";"Callaita";"Bad Bunny";"2019-05-31";"QM6N21919851";638;60.0;1448173030;156477;70813159;70;1341625876;6392667;625362;625362;354361373;319055884;145;21249;58;58;3650942;26;177618696;48208;0;3026321;1
"How Do I Say Goodbye";"How Do I Say Goodbye";"Dean Lewis";"2022-08-05";"AUUM72200172";639;59.9;459712644;86820;35269550;69;116599191;1422757;189900;189900;749847975;553126618;57;206210;428;21;85862;22;59479060;16184;5160877;2330861;0
"ULTRA SOLO";"ULTRA SOLO";"Polimï¿½ï¿½ Westc";"2022-02-14";"CLPP22200004";642;59.7;360068693;58995;18998905;64;149041400;1103249;4984600;4984600;4865262796;0;35;18457;0;19;138088;19;55318;706;0;1212308;0
"SNAP";"SNAP";"Rosa Linn";"2022-03-19";"USSM12207342";643;59.7;1039482815;99333;60341587;79;14074005;277824;20083;20083;6824133;0;133;366151;661;75;2521874;39;0;0;3569232;9224184;0
"Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï";"Hits For Kids 29";"PSY";"2012-01-01";"USUM71210283";647;59.6;477162323;103211;28183533;67;2147483647;31460015;146609;146609;578660460;288553687;93;13151;77;50;208246;21;0;0;0;7977546;0
"Criminal";"Criminal";"NATTI NATASHA";"2017-08-18";"USB271700112";648;59.6;889098343;84086;32287923;69;2147483647;9483547;425400;425400;312894649;278049333;58;15053;88;39;482047;59;190129072;63576;0;3803337;0
"Chantaje";"Chantaje";"Shakira";"2016-01-01";"USSD11600299";646;59.6;1006124005;96248;34837159;72;2147483647;13447183;122464;122464;270324375;263463888;114;20842;74;91;871678;49;215160586;143400;0;7404696;0
"Laugh Now Cry Later (feat. Lil Durk)";"Laugh Now Cry Later (feat. Lil Durk)";"Drake";"2020-08-14";"USUG12001748";645;59.6;962634706;222576;40254416;69;645367972;5525087;59816;59816;232612189;200715765;170;1830;49;71;208959;29;111165919;54849;0;2255595;1
"Psycho";"Psycho (feat. Ty Dolla $ign)";"Post Malone";"2018-02-23";"USUM71710836";650;59.5;1517935273;183827;31780671;70;1316530001;8403766;13942;13942;41586060;291238119;92;136508;160;45;356717;19;443344783;247892;0;6938949;1
"Casanova";"Casanova";"Soolking";"2023-07-06";"FRPZ92324651";649;59.5;191488217;46669;12795882;72;205292316;1160425;0;0;143392887;466939874;35;18155;0;40;6429562;32;0;0;0;1457167;0
"Holanda";"Holanda";"Jhayco";"2023-07-28";"USUM72310520";651;59.5;320174752;51073;31619869;73;104188558;465006;278104;278104;1510621389;30755464;48;29430;9;22;534709;30;697732;897;0;597203;1
"Faded";"Faded";"Alan Walker";"2015-12-04";"NOG841549010";653;59.4;1943842010;221874;62851374;75;439888055;5232880;11253946;11253946;4682512450;23770197;103;107625;4;107;1092635;49;122793202;262131;11403504;26821494;0
"Cough";"Cough";"Kizz Daniel";"2022-10-13";"USUYG1448153";655;59.3;86103527;24888;4522560;62;211940922;1076420;3115217;3115217;1387044831;69365971;20;14428;4;6;438492;18;5049678;1949;0;3663496;1
"Afraid To Feel";"Afraid To Feel";"LF SYSTEM";"2022-05-02";"GBAHT2200492";656;59.3;355203657;146218;60783514;74;46743730;381567;201874;201874;1767047572;746547494;112;113950;369;55;1570302;35;69412;1389;12813061;3424307;0
"Wow.";"Wow.";"Post Malone";"2018-12-24";"USUM71822626";657;59.3;1680612367;201840;56914511;74;630890897;5912252;536365;536365;477810652;284679984;137;198344;1478;42;35766;26;391192844;302612;0;6704282;1
"Radioactive";"Hear Me EP";"Imagine Dragons";"2012-01-01";"USUM71201074";654;59.3;1836362703;236427;68978853;75;1838544809;12824587;340696;340696;640674307;216497133;111;166884;650;118;869248;47;1108092615;2068154;0;16364;0
"RITMO (Bad Boys For Life)";"RITMO (Bad Boys For Life)";"Black Eyed Peas";"2019-10-12";"USSM11912430";659;59.2;961358721;155959;47278163;65;1188737111;7547115;212737;212737;307352160;230662728;201;493;115;147;1479424;45;151816538;47318;0;11191965;1
"hot girl bummer";"hot girl bummer";"blackbear";"2019-08-23";"USUG11902959";658;59.2;1265080733;198773;30644248;70;356598545;5539172;333375;333375;579006925;297754199;120;766;182;29;652935;13;231292863;252439;38828009;9785960;1
"Dancing With A Stranger (with Normani)";"Dancing With A Stranger (with Normani)";"Sam Smith";"2019-01-11";"GBUM71807386";663;59.1;1349115675;113525;53504146;71;1029803478;4717155;221401;221401;102120652;2211960159;180;509702;524;76;1145425;56;258006262;105686;0;9363816;0
"Heartbreak Anniversary";"HEARTBREAK ANNIVERSARY";"Giveon";"2020-02-21";"USSM12000998";665;59.1;1157206056;189404;63215005;75;158131164;1488878;1833826;1833826;3272868374;29873;191;209890;255;58;1276396;43;77600589;71185;29746145;6963195;0
"Toxic";"Faded";"BoyWithUke";"2021-09-10";"TCAFS2101442";662;59.1;690010618;145080;16730668;69;366093721;7390377;643140;643140;2787939961;1219791364;24;61430;151;27;541010;15;10399079;53016;0;5582299;0
"Tennessee Whiskey";"Tennessee Whiskey";"Chris Stapleton";"2015-04-28";"USUM71418088";661;59.1;954073526;162233;36021163;77;1153379467;6645883;148665;148665;243324273;147427683;117;14374;100;24;15644;34;1274748936;1291820;0;5069348;0
"Up";"Up (Instrumental)";"Cardi B";"2021-02-04";"USAT22100061";664;59.1;646916214;97970;34102798;65;496850951;6266644;2776485;2776485;6912025468;66038736;173;15142;869;60;214629;40;147844649;104705;0;3173352;1
"Don't Be Shy";"Don't Be Shy - Single";"Tiï¿½ï¿";"2021-08-12";"CYA112000981";670;58.9;686371118;95938;62300199;69;479721274;3066965;1500000;1500000;2298614237;1914236734;130;104810;945;87;604339;51;46151542;9577;0;4879555;1
"Sabor Fresa";"Sabor Fresa";"Fuerza Regida";"2023-06-22";"QZ9QQ2300457";668;58.9;502536183;37578;22883474;77;151406654;886902;380400;380400;866457165;38095038;40;2639;312;17;2206560;16;36328828;10092;0;591279;1
"MON LOVE OHO";"MON LOVE OHO";"Liamsi";"2023-04-07";"QZMEV2363867";666;58.9;24215252;12008;950490;48;12381597;191468;3611019;3611019;3302969819;0;1;4445;0;1;839;2;0;0;0;1389350;1
"Surround Sound (feat. 21 Savage & Baby Tate)";"Surround Sound (feat. 21 Savage & Baby Tate)";"JID";"2022-01-14";"USUM72123571";667;58.9;548724288;170892;80727459;79;91605414;1539359;28794;28794;813374956;476994273;53;1046;538;28;2732487;48;21017930;13817;12373470;5341857;1
"Feather";"emails i canï¿½ï¿½ï¿½t send fwd";"Sabrina Carpenter";"2023-03-17";"USUM72301876";673;58.8;488979989;32825;79636817;84;88126911;1378287;170893;170893;443060258;756672096;60;212739;400;72;5800066;37;14414933;5802;0;1261815;1
"Super Gremlin";"Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies";"Kodak Black";"2021-10-30";"USAT22107295";672;58.8;416955991;123862;25561593;63;174009595;1640732;255281;255281;1163709610;32508;65;254615;350;20;126629;24;149887956;90700;0;2259867;1
"Natural";"Natural";"Imagine Dragons";"2018-07-17";"USUM71806694";674;58.8;1228556153;154255;36941962;75;1220581919;10953316;1207638;1207638;396994100;186180888;72;157544;175;45;494642;67;269729654;148539;1145378;10463981;0
"OUT WEST (feat. Young Thug)";"JACKBOYS";"JACKBOYS";"2019-12-27";"USSM11914988";675;58.8;709850383;165912;33706762;70;75540671;750424;8269500;8269500;1876371239;8841698;69;29239;103;24;103760;13;36432352;55187;0;3068690;1
"High Hopes";"High Hopes On Saturday Night";"Panic! At The Disco";"2018-05-23";"USAT21801174";678;58.7;1602076880;207598;99517459;75;284427491;2509207;1056148;1056148;790904602;92998956;20;671056;550;98;987939;120;324085596;488258;0;0;0
"Side To Side";"Dangerous Woman";"Ariana Grande";"2016-04-01";"USUM71602107";680;58.6;1427792654;120921;38322144;70;2147483647;14668122;1697927;1697927;413361240;1906554470;128;81758;116;180;930854;26;338758974;217054;0;7455134;1
"Build a Bitch";"Build a Bitch";"Bella Poarch";"2021-05-14";"USWB12101016";682;58.5;452542081;81642;21651326;63;575228171;13396525;3130325;3130325;10270227664;673325888;77;45289;119;25;64858;23;33608983;29714;0;2055722;1
"Natanael Cano: Bzrp Music Sessions, Vol. 59";"Natanael Cano: Bzrp Music Sessions, Vol. 59";"Bizarrap";"2024-04-02";"UYB282401007";683;58.4;126619484;6242;27462520;79;55418429;1848749;0;0;556900;9306598;10;568;0;11;2351766;34;434955;158;0;0;1
"Y LLORO";"$AD BOYZ 4 LIFE II";"Junior H";"2023-10-05";"QZ9QQ2300724";685;58.3;363816146;16161;16393454;80;189158687;768324;64160;64160;114779266;1011182862;24;843;32;13;6958217;22;5987571;4056;211195;711146;1
"Streets";"Hot Pink";"Doja Cat";"2019-11-07";"USRC11903460";686;58.3;1056939084;154003;62848076;75;702463556;8269225;1629600;1629600;3347862526;458124201;155;3474;57;39;318451;17;14397719;52318;34660570;6716450;1
"How We Roll";"How We Roll";"Ciara";"2023-08-04";"QZS7J2357291";684;58.3;36007719;11757;1829300;53;66350451;833138;1454232;1454232;344537974;287866414;16;83924;41;4;66406;27;7222274;5483;0;790290;1
"Peaches & Eggplants (feat. 21 Savage)";"Peaches & Eggplants (feat. 21 Savage)";"Young Nudy";"2023-02-27";"USRC12300570";689;58.2;157446814;54118;15660760;64;120010894;962140;44041;44041;142468312;339341865;31;95078;145;16;1339752;20;10357719;19626;11578434;1447731;1
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)";"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)";"Nardo Wick";"2021-10-08";"USRC12101071";691;58.1;248749251;103369;11693843;61;318002064;2874323;162900;162900;142448123;208914276;44;6912;178;8;40089;17;36588286;25612;44234133;856723;1
"O Me Voy O Te Vas";"O Me Voy O Te Vas";"Natanael Cano";"2023-10-11";"QZ9QQ2300812";692;58.0;226233020;14009;22457916;77;232513811;1040989;333;333;588601;1118536356;10;0;0;8;1427933;14;1963739;1229;0;345895;0
"Girls Like You (feat. Cardi B)";"Red Pill Blues (Deluxe)";"Maroon 5";"2017-11-03";"USUM71805272";694;57.9;1650167380;145231;35076065;66;1225467157;7096961;2904900;2904900;405895763;10016549;153;20494;152;284;346258;62;317479596;359490;0;10878345;1
"Therefore I Am";"Therefore I Am";"Billie Eilish";"2020-11-12";"USUM72021500";695;57.9;805133547;132298;34341587;67;357556016;9930750;1600298;1600298;2252801256;323940858;229;346007;1356;43;1347969;64;96649436;32412;0;3468671;0
"Wish You The Best";"Wish You The Best";"Lewis Capaldi";"2023-04-14";"DEUM72206010";701;57.8;245513981;37111;22160670;71;99697837;1375852;7175;7175;76397270;638266470;66;215278;97;25;2306379;32;28435231;2496;1268766;2064588;0
"Stitches";"Stitches";"Shawn Mendes";"2015-02-10";"USUM71500658";700;57.8;1907768690;170905;58551250;69;2115112270;16309142;396789;396789;403748250;1696441023;206;180036;259;132;291799;38;637391281;479403;0;14744823;0
"Back On 74";"Back On 74";"Jungle";"2023-07-28";"QM4TX2336316";702;57.8;212122034;61462;73347896;80;49794673;997193;117000;117000;555529368;19357105;78;19909;183;52;1421707;108;1369652;5027;0;1510651;0
"Por Mi Mexico (Remix)";"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ";"Lefty Sm";"2023-08-25";"QM3DF2219446";703;57.7;98795736;8721;6921023;67;236734405;1554966;614600;614600;319127773;295805823;8;31;0;3;146132;28;17670634;3877;0;312223;1
"THIS YEAR (Blessings)";"THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single";"Victor Thompson";"2023-01-04";"QZFYY2339108";705;57.7;134208327;45328;7606515;61;93787998;947363;2544105;2544105;2460084219;0;16;2578;29;7;49865;7;545726;1284;0;2334472;0
"Fair Trade (with Travis Scott)";"Certified Lover Boy";"Drake";"2021-09-03";"USUG12104402";708;57.6;819136167;220374;42648915;75;173633158;1399290;66599;66599;327393753;243761287;67;60;81;30;783511;8;44693468;12411;0;1942002;1
"Mayores";"Mayores";"Becky G";"2017-07-14";"USRC11701270";709;57.6;709559454;66677;26417997;66;2147483647;9901740;610733;610733;258215382;282498898;84;23100;117;42;316122;39;146731599;104443;0;3920423;0
"CHORRITO PA LAS ANIMAS";"SIXDO";"Feid";"2022-12-02";"USUM72222460";707;57.6;558560568;61360;26903567;75;228242847;852495;1015200;1015200;1339213086;10159357;44;25014;94;19;4059655;26;3253358;1094;0;815675;1
"White Horse";"White Horse";"Chris Stapleton";"2023-07-21";"USUG12300484";711;57.5;155443055;28835;15122339;68;38442511;291339;38400;38400;47123023;387057207;29;156870;13;5;93564;48;62798148;19200;897873;753888;0
"Ojitos Rojos";"Ojitos Rojos - Single";"Grupo Frontera";"2023-07-21";"DGA062368509";712;57.5;221287566;20975;10461108;70;291073034;1012209;86600;86600;131877555;329249522;7;9014;1;10;611553;21;3248335;999;0;465957;0
"La Morocha";"La Morocha";"Luck Ra";"2023-07-07";"CLPP22300045";710;57.5;161280933;17882;11897449;66;289561672;967949;459808;459808;348308009;230517294;6;7238;0;19;5276316;4;1482;31;0;214253;0
"You Right";"You Right";"Doja Cat";"2021-06-24";"USRC12100544";713;57.4;831648193;119953;44866271;72;379404120;3991416;67857;67857;397005694;812074154;131;233009;665;33;564789;41;130728919;27906;0;4190926;1
"AMG";"AMG";"Natanael Cano";"2022-11-24";"QZ9QQ2200105";715;57.3;674025091;51522;21663790;70;323942993;1575190;452800;452800;1294755383;0;34;907;13;6;1183532;13;37825840;12306;0;967374;1
"Bandido";"Bandido";"Myke Towers";"2020-12-10";"QMFME2047291";717;57.2;700122551;99936;23605544;68;1036334853;4939844;153600;153600;363627962;139459495;81;32445;27;23;1510919;44;65588409;12642;0;2128888;0
"El Gordo Trae El Mando";"El Gordo Trae El Mando";"Chino Pacas";"2023-01-27";"FR10S2386363";720;57.1;545234876;38598;20258181;76;178469204;907782;1400000;1400000;1417345345;557624727;15;50;12;3;194738;5;32580707;6191;0;1226973;1
"Go Crazy";"Slime & B";"Young Thug";"2020-05-05";"USRC12001468";721;57.0;699336080;126934;20887762;68;363333168;3159553;19574;19574;42692526;217788137;177;578728;13;32;935466;22;242208093;80706;2515804;5747453;1
"La Jumpa";"La Jumpa";"Arcï¿½ï¿½";"2022-11-30";"QMDA72252608";726;56.9;716829483;99063;53041655;68;131057530;1300009;46605;46605;348775704;1184569;59;43702;11;20;879528;77;12867947;4374;0;1521416;1
"Roar";"2013 The Hottest";"Katy Perry";"2013-01-01";"USUM71308669";725;56.9;1156191242;146653;68107488;73;2147483647;19822950;508860;508860;385015724;1885297710;237;248383;284;134;832419;83;0;0;0;1261;0
"No Guidance (feat. Drake)";"No Guidance (feat. Drake)";"Chris Brown";"2019-06-08";"USRC11901583";724;56.9;1030515485;157003;35028641;70;809218963;5861900;794152;794152;451934036;355440823;185;215;7;38;513679;55;403683186;181600;3524264;8062187;1
"34+35";"Positions";"Ariana Grande";"2020-10-30";"USUM72020423";727;56.8;978617707;97191;40917688;70;722372895;11582120;254060;254060;359903081;472873487;109;329936;514;29;259515;20;69822231;54449;0;1769544;1
"Permission to Dance";"Butter / Permission to Dance";"BTS";"2021-07-09";"QMFME2102684";728;56.8;675763141;43682;27994315;68;881072427;29073682;1450747;1450747;3653167411;849311055;120;44988;82;14;202608;57;3883730;8899;0;1730648;0
"changes";"changes";"XXXTENTACION";"2018-03-02";"USUG11800211";729;56.8;1366479990;171651;36731138;70;1002422657;14134657;1951109;1951109;1763949180;45887113;31;112;0;21;344528;11;138516743;187030;50737522;4184844;0
"Tell Ur Girlfriend";"Tell Ur Girlfriend";"Lay Bankz";"2024-02-07";"QZZ4J2400019";730;56.7;167431139;10335;116287670;90;28987197;443524;0;0;235871001;148521798;26;14654;416;26;8022044;52;579514;5469;2893625;932674;1
"SPIDER";"SPIDER";"GIMS";"2024-05-10";"FR8FB2407800";731;56.6;26972053;3364;11637634;76;18860058;231781;0;0;0;2606582;22;2427;0;29;18421648;11;0;0;0;396272;0
"Sunday Best";"Where the Light Is";"Surfaces";"2018-08-28";"TCAEA1802695";733;56.6;952626904;151446;27674084;16;195696821;2597296;9436402;9436402;2800998751;83356911;217;113898;381;62;163426;17;125033350;197341;0;3892098;0
"Guli Mata";"Guli Mata";"Saad Lamjarred";"2023-07-12";"USA2P2331239";734;56.6;75152048;8540;685520;62;386890237;4145747;969;969;1152931;31295331;2;709;0;2;1211;8;0;0;0;1154213;0
"HOLA PERDIDA";"HOLA PERDIDA";"Luck Ra";"2024-01-05";"CLPP22300118";732;56.6;110573724;10663;17155186;69;143032680;568468;0;0;6600;980054248;11;6287;0;29;508330;2;17295;37;0;135309;0
"Better";"Better";"Khalid";"2018-09-14";"USRC11803179";736;56.5;1355539058;108485;20494060;72;1260752640;6104356;481790;481790;1105088867;954537813;160;0;193;45;816136;37;525201971;193586;0;6630901;0
